Plate_well,exp,fcs.name,SingleCells.count,NonEry.count,CD56neg.count,CD14neg.count,IntermediateNeut.count,IntermediateNeut.freq.of.CD14neg,MatureNeut.count,MatureNeut.freq.of.CD14neg,MatureNeut.FSC.A,MatureNeut.SSC.A,EarlyNeut.count,EarlyNeut.freq.of.CD14neg,Mono.count,Mono.freq.of.NonEry,Mono.freq.of.CD56neg,Mono.CD11b.Median,Mono.CD14.Median,Mono.FSC.A,Mono.SSC.A,Mono2.count,Mono2.freq.of.NonEry,Mono2.freq.of.CD56neg,Mono2.CD11b.Median,Mono2.CD14.Median,Mono2.FSC.A,Mono2.SSC.A,Ery.count,IntermediateNeut.FSC.A,IntermediateNeut.SSC.A,EarlyNeut.FSC.A,EarlyNeut.SSC.A,CD66bNeut.CD11b.Median,CD66bNeut.CD66b.Median,CD66bNeut.FSC.A,CD66bNeut.SSC.A,TrueFalse,Sort_id,FSC-A,FSC-W,SSC-A,CD33,CD45RA,CD34,CD90,CD49f,CD38,CD19,Live/Dead,CD7/10,CD45,Time,Cell_seeded
8_D11,AML3,AML_151044_Plate8_D11_D11_034.fcs,11851,10870,10770,8088,3126,38.6,405,5.01,220288,73664,1675,20.7,1569,14.4,14.6,3299,5640,173888,72832,1559,14.3,14.5,3299,5664,173632,72704,69,177792,44032,168512,42368,753,6753,183808,48000,TRUE,8_D11,65871,83611,12166,155,0,980,101,1029,28,48,-75,452,1828,8634,HSC
8_D12,AML3,AML_151044_Plate8_D12_D12_035.fcs,3744,3727,3634,2462,126,5.12,12,0.49,155264,43328,1356,55.1,814,21.8,22.4,3663,5774,158464,62976,814,21.8,22.4,3663,5774,158464,62976,0,161152,39232,154944,42368,1249,4306,131584,40960,TRUE,8_D12,78563,86700,15151,41,20,1009,40,1253,-178,12,29,321,1889,8443,HSC
8_E1,AML3,AML_151044_Plate8_E1_E01_036.fcs,300,299,297,278,3,1.08,0,0,NA,NA,55,19.8,2,0.67,0.67,2452,4976,155136,71936,2,0.67,0.67,2452,4976,155136,71936,0,206464,68736,191808,55232,1061,2979,207232,73600,TRUE,8_E1,59010,81697,8852,171,7,1206,8,1249,-5,29,-86,275,1127,11025,HSC
8_E2,AML3,AML_151044_Plate8_E2_E02_037.fcs,91004,89970,89605,72856,140,0.19,3,0.00412,257280,139584,14318,19.7,4206,4.67,4.69,1738,2946,169024,57024,4206,4.67,4.69,1738,2946,169024,57024,1,85632,53632,166400,42432,1230,3359,95616,59840,TRUE,8_E2,73870,86344,15942,20,3,1359,3,1168,-158,35,-70,478,2997,11271,HSC
8_E3,AML3,AML_151044_Plate8_E3_E03_038.fcs,4470,1084,1041,1008,0,0,0,0,NA,NA,3,0.3,6,0.55,0.58,11429,2068,262080,262080,1,0.092,0.096,1394,2447,172672,38528,498,NA,NA,156416,28160,NA,NA,NA,NA,TRUE,8_E3,77170,88351,14628,61,66,1124,29,741,40,24,13,420,1787,11486,HSC
8_E5,AML3,AML_151044_Plate8_E5_E05_039.fcs,6299,3833,3650,3306,365,11,72,2.18,202752,79104,60,1.81,47,1.23,1.29,3132,1552,202880,84800,41,1.07,1.12,3113,1552,125696,72448,257,169728,45376,169088,38336,956,5757,184064,57024,TRUE,8_E5,72287,90451,10107,-5,28,1456,-23,839,-168,34,-27,381,1422,11934,HSC
8_E6,AML3,AML_151044_Plate8_E6_E06_040.fcs,39049,38389,38242,27242,4587,16.8,342,1.26,226304,67776,12618,46.3,5564,14.5,14.5,2865,2782,180416,77760,5554,14.5,14.5,2865,2782,180352,77696,1,186560,48000,147840,43008,695,7877,189184,49856,TRUE,8_E6,70480,86758,13532,134,18,1548,558,1328,-47,5,-47,360,1979,12123,HSC
8_E7,AML3,AML_151044_Plate8_E7_E07_041.fcs,19855,9609,9483,8802,3971,45.1,810,9.2,170304,55040,101,1.15,259,2.7,2.73,3539,2414,180736,89856,206,2.14,2.17,3400,2788,174784,85056,904,162112,40640,162880,36416,748,13704,163328,42688,TRUE,8_E7,81812,90559,18316,213,13,1306,16,390,-6,43,-80,355,2491,12357,HSC
8_E8,AML3,AML_151044_Plate8_E8_E08_042.fcs,9745,9566,9561,7985,394,4.93,157,1.97,187840,87232,3532,44.2,345,3.61,3.61,1939,4614,166912,65792,344,3.6,3.6,1924,4614,166592,65536,5,170944,48640,168256,42048,1615,4520,203840,94848,TRUE,8_E8,66565,84697,11921,99,4,1170,280,770,-20,12,-19,299,1562,12574,HSC
8_E9,AML3,AML_151044_Plate8_E9_E09_043.fcs,3158,3138,3136,1854,5,0.27,0,0,NA,NA,1330,71.7,78,2.49,2.49,1636,3483,167936,50752,77,2.45,2.46,1636,3483,167936,50752,0,169920,57152,159104,36480,1515,3530,164672,46272,TRUE,8_E9,68031,85868,13528,45,35,1247,159,2252,-31,30,32,382,2536,12773,HSC
8_E10,AML3,AML_151044_Plate8_E10_E10_044.fcs,17099,17047,16901,7555,32,0.42,2,0.026,183744,68608,1341,17.7,5666,33.2,33.5,3028,2319,207040,83072,5650,33.1,33.4,3022,2323,206976,82944,1,93952,53888,162624,45824,2341,5012,98688,59328,TRUE,8_E10,67383,85162,14474,9,41,1217,71,1250,-63,27,-26,312,2165,12975,HSC
8_E11,AML3,AML_151044_Plate8_E11_E11_045.fcs,13260,12946,12891,9446,93,0.98,16,0.17,136960,88384,1201,12.7,1446,11.2,11.2,2490,3107,180864,75840,1313,10.1,10.2,2359,3292,175360,73024,2,80704,53248,87168,42112,3462,10697,231616,203008,TRUE,8_E11,70597,86207,16018,149,28,1194,-19,1727,-2,43,-59,248,1375,13176,HSC
8_E12,AML3,AML_151044_Plate8_E12_E12_046.fcs,25792,25621,25603,10820,1293,12,58,0.54,237312,69248,8348,77.2,10563,41.2,41.3,3107,2609,189120,73280,10560,41.2,41.2,3107,2609,189120,73280,0,190400,43968,171264,40832,690,4614,192832,45504,TRUE,8_E12,70905,87455,13179,141,42,1165,259,1380,-217,28,8,330,1634,13389,HSC
8_F1,AML3,AML_151044_Plate8_F1_F01_047.fcs,898,831,810,747,1,0.13,0,0,NA,NA,26,3.48,46,5.54,5.68,2877,4380,165696,65472,46,5.54,5.68,2877,4380,165696,65472,3,176128,50880,155840,44224,1588,3269,176128,51328,TRUE,8_F1,79603,89988,13950,174,35,1444,392,536,46,22,-140,217,2333,15884,HSC
8_F2,AML3,AML_151044_Plate8_F2_F02_048.fcs,66928,66545,66506,41598,6009,14.4,665,1.6,229056,61952,30029,72.2,17896,26.9,26.9,3379,2305,193536,81024,17878,26.9,26.9,3379,2310,193536,80960,0,191232,42368,179328,39680,777,4686,196224,44800,TRUE,8_F2,67246,84973,14629,256,19,1613,-85,812,-102,20,-15,360,1233,15674,HSC
8_F3,AML3,AML_151044_Plate8_F3_F03_049.fcs,22483,22306,22222,9733,5771,59.3,645,6.63,182528,51264,2126,21.8,9632,43.2,43.3,8873,8775,249792,137920,9588,43,43.1,8893,8814,250112,138432,0,174720,40256,163840,38912,689,10757,175424,41088,TRUE,8_F3,63453,86626,12845,122,11,1520,75,882,63,33,-8,342,1624,15470,HSC
8_F7,AML3,AML_151044_Plate8_F7_F07_050.fcs,41264,40802,40777,22719,215,0.95,2,0.0088,255744,76672,8250,36.3,11775,28.9,28.9,2865,3107,184896,70656,11769,28.8,28.9,2865,3107,184896,70656,0,100864,62016,152896,48640,558,3090,103616,63936,TRUE,8_F7,54478,78880,7997,78,35,1083,-18,1639,-54,18,-30,320,1508,14671,HSC
8_F9,AML3,AML_151044_Plate8_F9_F09_051.fcs,64061,61498,61388,41417,53,0.13,0,0,NA,NA,7905,19.1,11218,18.2,18.3,2292,3046,176320,67520,11212,18.2,18.3,2292,3046,176256,67520,2,104768,66112,169344,46912,2160,4846,101440,65664,TRUE,8_F9,74610,87429,22592,115,26,1526,-33,955,-99,29,-40,350,1750,14250,HSC
8_F11,AML3,AML_151044_Plate8_F11_F11_052.fcs,19915,13195,12934,11399,3118,27.4,719,6.31,173952,53568,83,0.73,1003,7.6,7.75,3246,5824,160960,69632,975,7.39,7.54,3234,5964,160256,69248,219,163520,40768,150720,38016,819,12447,167616,44416,TRUE,8_F11,73802,87739,13101,152,26,1668,546,1311,-161,16,-66,438,2109,13805,HSC
8_F12,AML3,AML_151044_Plate8_F12_F12_053.fcs,10227,9731,9695,5434,58,1.07,2,0.037,202688,103936,2170,39.9,1899,19.5,19.6,2799,4682,197184,84416,1883,19.4,19.4,2788,4692,196800,83968,4,80384,47872,83264,45312,1315,3426,81152,53440,TRUE,8_F12,55690,81529,11394,172,7,991,4,1186,22,2,-8,366,1578,13594,HSC
8_G2,AML3,AML_151044_Plate8_G2_G02_054.fcs,24396,23264,23183,11732,285,2.43,14,0.12,212224,57280,3791,32.3,5332,22.9,23,2681,3701,204544,86912,5306,22.8,22.9,2670,3716,204416,86592,11,98176,55040,132800,48064,697,3583,107072,59584,TRUE,8_G2,59426,83067,11743,122,2,1391,16,885,-170,36,-14,344,1976,16314,HSC
8_G3,AML3,AML_151044_Plate8_G3_G03_055.fcs,44723,44544,44531,35490,1006,2.83,99,0.28,231616,63424,32634,92,6368,14.3,14.3,3455,3157,183360,69376,6366,14.3,14.3,3455,3157,183360,69312,0,196992,47808,188608,43968,899,3478,206336,53440,TRUE,8_G3,67642,84897,13087,143,21,776,80,833,-30,34,3,270,1918,16580,HSC
8_G5,AML3,AML_151044_Plate8_G5_G05_056.fcs,8592,7703,7562,6670,12,0.18,28,0.42,192320,87296,34,0.51,345,4.48,4.56,5874,1355,262080,180096,216,2.8,2.86,5018,1432,262080,165312,6,125888,45888,154560,39680,3189,7145,224512,126720,TRUE,8_G5,82219,92295,18418,65,34,1135,354,527,56,34,-5,300,2384,16984,HSC
8_G6,AML3,AML_151044_Plate8_G6_G06_057.fcs,6710,6680,6586,1840,55,2.99,19,1.03,211456,54848,656,35.7,4277,64,64.9,7663,6200,253824,118400,4277,64,64.9,7663,6200,253824,118400,0,168320,40896,172160,43072,1230,4650,188928,53056,TRUE,8_G6,70593,85731,13022,-42,5,1148,98,1768,-105,-3,2,260,992,17186,HSC
8_G8,AML3,AML_151044_Plate8_G8_G08_058.fcs,2538,2499,2451,308,10,3.25,1,0.32,118208,36800,116,37.7,2058,82.4,84,6363,5664,261312,113664,2055,82.2,83.8,6363,5664,261312,113664,0,159424,33920,150592,39616,1744,6333,123328,47488,TRUE,8_G8,76754,88441,17826,134,24,1280,-35,527,43,33,25,383,1632,17568,HSC
8_G9,AML3,AML_151044_Plate8_G9_G09_059.fcs,47176,46739,46664,37013,8475,22.9,734,1.98,209664,65152,21586,58.3,6962,14.9,14.9,2951,4537,160000,68864,6959,14.9,14.9,2951,4537,160000,68864,2,178624,44544,172736,41472,737,4722,181568,46720,TRUE,8_G9,69754,86690,12468,166,-3,902,46,1722,-5,24,21,314,1525,17767,HSC
8_G10,AML3,AML_151044_Plate8_G10_G10_060.fcs,26878,19749,19255,16275,1809,11.1,2177,13.4,159104,44736,925,5.68,1394,7.06,7.24,4435,2227,190848,87680,1076,5.45,5.59,3739,3052,176832,78080,178,151232,36096,142720,39360,1784,10231,168192,49856,TRUE,8_G10,88007,92467,17165,-39,27,1695,-107,952,-73,35,-8,367,1932,17968,HSC
8_G11,AML3,AML_151044_Plate8_G11_G11_061.fcs,39465,39305,39289,30060,8947,29.8,808,2.69,216384,60160,17651,58.7,5856,14.9,14.9,4841,2033,197632,82560,5828,14.8,14.8,4852,2033,197376,82496,0,182144,41472,171968,39680,707,6184,185088,43008,TRUE,8_G11,78889,89409,16896,168,-3,1370,226,551,-132,54,23,423,2041,18165,HSC
8_H1,AML3,AML_151044_Plate8_H1_H01_062.fcs,9117,3114,2912,2619,164,6.26,111,4.24,168064,48000,26,0.99,123,3.95,4.22,2583,8081,163136,60800,106,3.4,3.64,2514,9322,164864,61760,1024,163392,38016,159552,38464,1046,14713,164800,41920,TRUE,8_H1,77389,87940,14011,161,42,1276,44,891,-60,50,-13,337,1770,21266,HSC
8_H4,AML3,AML_151044_Plate8_H4_H04_063.fcs,3414,3379,3318,2618,7,0.27,1,0.038,96832,52864,91,3.48,496,14.7,14.9,5082,6821,214976,90496,488,14.4,14.7,5039,6881,214528,89408,5,58176,42944,146048,41152,2428,5252,81280,55168,TRUE,8_H4,75754,88895,11539,47,-5,1235,-19,1217,-99,-2,-74,204,1421,20522,HSC
8_H5,AML3,AML_151044_Plate8_H5_H05_064.fcs,14167,13970,13929,7858,16,0.2,0,0,NA,NA,3086,39.3,2214,15.8,15.9,1832,4254,167872,52608,2214,15.8,15.9,1832,4254,167872,52608,0,124864,60416,161984,35968,1856,3418,84096,50944,TRUE,8_H5,66936,82835,13310,69,19,883,94,1502,36,29,-10,308,1202,20316,HSC
8_H6,AML3,AML_151044_Plate8_H6_H06_065.fcs,44002,42646,42555,30623,62,0.2,6,0.02,215104,83776,6730,22,5718,13.4,13.4,2314,3176,182656,77696,5695,13.4,13.4,2305,3189,182528,77568,7,148992,61056,153536,46464,1677,4219,208576,98816,TRUE,8_H6,65926,84055,10595,-17,16,1165,349,1481,-78,0,56,239,1540,20073,HSC
8_H7,AML3,AML_151044_Plate8_H7_H07_066.fcs,3017,2969,2903,290,4,1.38,1,0.34,180096,41024,60,20.7,2524,85,86.9,7562,5568,256960,111552,2522,84.9,86.9,7546,5580,256960,111552,0,128448,19136,152832,43264,2629,5405,71296,44864,TRUE,8_H7,83886,93543,16774,59,-1,1681,32,852,-45,18,-73,340,2159,19815,HSC
8_H8,AML3,AML_151044_Plate8_H8_H08_067.fcs,434,426,5,5,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,8_H8,74659,88895,14117,182,28,1593,-65,1294,-79,17,-72,363,1789,19533,HSC
8_H9,AML3,AML_151044_Plate8_H9_H09_068.fcs,18496,17966,17919,10034,1003,10,67,0.67,226304,71552,5156,51.4,5168,28.8,28.8,5404,6806,251200,132160,5160,28.7,28.8,5404,6806,251136,132096,1,183360,46912,165824,53312,669,6863,187072,49920,TRUE,8_H9,67754,87618,13350,118,15,1570,133,1760,-67,31,-117,286,2399,19314,HSC
8_H10,AML3,AML_151044_Plate8_H10_H10_069.fcs,53557,52855,52803,35813,788,2.2,15,0.042,227712,80704,25628,71.6,12901,24.4,24.4,2865,5114,165376,66048,12900,24.4,24.4,2865,5114,165312,66048,1,186176,47552,169984,45696,685,3872,187776,49280,TRUE,8_H10,64240,85495,12164,136,25,1450,-60,1679,-71,26,-79,291,1521,19101,HSC
8_H12,AML3,AML_151044_Plate8_H12_H12_070.fcs,29948,9620,9267,7557,32,0.42,21,0.28,201536,102592,32,0.42,21,0.22,0.23,4008,1818,262080,185536,19,0.2,0.21,4008,1888,262080,173056,1591,178176,49472,177024,46208,1771,5051,211840,111680,TRUE,8_H12,80131,92091,15881,-12,18,631,-18,1518,-17,22,-1,336,1182,18641,HSC
9_A1,AML3,AML_151044_Plate9_A1_A01_001.fcs,40103,39968,39837,23872,238,1,18,0.075,245632,80704,5944,24.9,9342,23.4,23.5,2144,4041,188672,69120,9342,23.4,23.5,2144,4041,188672,69120,0,182528,56832,172032,51264,910,4486,179520,62080,TRUE,10_A1,62649,85846,12286,69,0,1269,-18,940,-34,32,-57,300,1992,885,HSC
9_A2,AML3,AML_151044_Plate9_A2_A02_002.fcs,44291,44110,44100,28730,11923,41.5,929,3.23,209216,67520,13162,45.8,12498,28.3,28.3,3708,3176,180672,74176,12482,28.3,28.3,3708,3182,180608,74176,0,175872,48064,168256,44096,690,6522,178048,49472,TRUE,10_A2,72962,86261,16318,51,20,1179,-16,1221,-42,41,-23,383,2425,1130,HSC
9_A3,AML3,AML_151044_Plate9_A3_A03_003.fcs,38536,37773,37593,22503,70,0.31,2,0.00889,48128,36608,4849,21.5,9848,26.1,26.2,2428,4924,165376,57600,9848,26.1,26.2,2428,4924,165376,57600,80,92416,55296,166720,43072,1639,4698,86528,55296,TRUE,10_A3,50004,84052,12682,103,18,872,-33,993,-8,3,25,314,1246,1673,HSC
9_A4,AML3,AML_151044_Plate9_A4_A04_004.fcs,19665,19487,19466,12291,8011,65.2,953,7.75,173568,53056,1743,14.2,5004,25.7,25.7,7463,3999,244672,131264,4947,25.4,25.4,7529,4091,245504,132224,0,153024,45952,152512,44160,620,19551,156096,46720,TRUE,10_A4,80383,89365,22171,-69,6,1207,33,614,9,13,-40,323,1979,2290,HSC
9_A5,AML3,AML_151044_Plate9_A5_A05_005.fcs,9403,1961,1854,1827,6,0.33,2,0.11,237760,196736,6,0.33,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,292,143552,30144,163136,35840,497,15182,143744,42112,TRUE,10_A5,80813,97350,20216,153,2,1531,338,697,111,5,-66,310,1937,4339,HSC
9_A6,AML3,AML_151044_Plate9_A6_A06_006.fcs,61778,59370,59224,38154,709,1.86,19,0.05,221888,98176,5983,15.7,7155,12.1,12.1,1979,3641,170432,64064,7152,12,12.1,1979,3641,170432,64000,6,93632,58944,144960,51712,414,3384,93952,59072,TRUE,10_A6,70500,85916,15007,74,17,1127,46,855,-30,47,16,361,1661,4647,HSC
9_A7,AML3,AML_151044_Plate9_A7_A07_007.fcs,26695,26353,26159,14797,5430,36.7,167,1.13,236096,78656,5646,38.2,8671,32.9,33.1,5158,2922,208960,97344,8651,32.8,33.1,5147,2928,208896,97216,0,164160,53248,165568,48256,567,6184,166656,54144,TRUE,10_A7,68701,88074,12197,114,-2,924,-9,603,-27,39,19,201,1354,5133,HSC
9_A9,AML3,AML_151044_Plate9_A9_A09_008.fcs,150,44,39,30,2,6.67,0,0,NA,NA,7,23.3,1,2.27,2.56,4841,3004,214912,91840,1,2.27,2.56,4841,3004,214912,91840,9,162688,41536,161152,35904,738,3302,162688,41536,TRUE,10_A9,74751,88822,18590,116,-3,1191,146,1173,6,6,-37,297,1283,6236,HSC
9_A10,AML3,AML_151044_Plate9_A10_A10_009.fcs,50839,32638,32506,13865,3193,23,169,1.22,211392,66304,4842,34.9,11041,33.8,34,2686,3693,177408,71488,11022,33.8,33.9,2686,3701,177344,71424,4390,179200,47104,155392,50752,633,8273,180288,48000,TRUE,10_A10,74379,87661,17303,62,30,1168,36,1124,-21,19,-66,347,2317,6481,HSC
9_A11,AML3,AML_151044_Plate9_A11_A11_010.fcs,13955,13812,13771,11373,8,0.07,2,0.018,76288,53952,642,5.64,609,4.41,4.42,1979,5616,180928,58368,594,4.3,4.31,1946,5750,179520,57792,2,73216,52032,158592,45760,2202,5549,100096,65024,TRUE,10_A11,61644,83743,11741,47,10,1417,198,1248,-155,27,-27,265,1267,8651,HSC
9_A12,AML3,AML_151044_Plate9_A12_A12_011.fcs,8652,8644,8557,3619,193,5.33,32,0.88,230144,77376,2751,76,3651,42.2,42.7,3089,4125,203136,81984,3649,42.2,42.6,3089,4125,203136,81920,0,180992,54016,174656,58304,893,4947,189568,60992,TRUE,10_A12,62075,83953,12004,138,50,1491,-43,1793,-86,26,-98,319,1796,9145,HSC
9_B1,AML3,AML_151044_Plate9_B1_B01_012.fcs,17845,17377,17152,8408,217,2.58,21,0.25,220288,72448,3112,37,4405,25.3,25.7,2871,2957,214656,95168,4400,25.3,25.7,2865,2963,214592,95168,5,168064,54592,138816,53632,916,5184,167296,57280,TRUE,10_B1,47954,80523,18402,-49,28,1175,-35,1371,-84,15,-7,288,1591,19103,HSC
9_B2,AML3,AML_151044_Plate9_B2_B02_013.fcs,17181,16777,16626,10502,444,4.23,15,0.14,182016,87168,1606,15.3,3173,18.9,19.1,3455,1976,218368,98880,3121,18.6,18.8,3393,1983,217216,97728,2,96128,60928,170688,52800,679,3486,101760,63424,TRUE,10_B2,73346,88772,14312,122,8,1445,-53,1646,-164,13,-63,377,1641,18494,HSC
9_B3,AML3,AML_151044_Plate9_B3_B03_014.fcs,1882,1880,1867,1217,1,0.082,0,0,NA,NA,294,24.2,524,27.9,28.1,2534,5180,175424,66432,523,27.8,28,2534,5191,175424,66432,0,142720,31424,156608,35584,2040,5090,93312,54656,TRUE,10_B3,67076,84032,15315,93,-25,1538,-17,1217,-152,13,-98,292,1543,17609,HSC
9_B4,AML3,AML_151044_Plate9_B4_B04_015.fcs,41799,41668,41644,36260,20741,57.2,2041,5.63,193728,57472,11636,32.1,3053,7.33,7.33,3612,2476,186944,82496,3036,7.29,7.29,3619,2476,186944,82624,0,166464,42624,164416,40768,665,6771,168512,43776,TRUE,10_B4,63024,86142,12057,223,23,1330,-39,1435,-69,26,-55,252,1737,16510,HSC
9_B5,AML3,AML_151044_Plate9_B5_B05_016.fcs,1180,1051,1024,635,13,2.05,0,0,NA,NA,318,50.1,192,18.3,18.8,2433,4509,185920,69952,192,18.3,18.8,2433,4509,185920,69952,18,156096,38528,151360,39552,1853,5788,98112,51200,TRUE,10_B5,63891,86307,12252,0,2,1234,53,1343,-115,3,5,282,1710,15770,HSC
9_B6,AML3,AML_151044_Plate9_B6_B06_017.fcs,4592,4419,4414,3387,3017,89.1,323,9.54,189888,59520,22,0.65,90,2.04,2.04,1804,5509,190784,64384,80,1.81,1.81,1804,6253,186048,64384,2,155840,41152,163648,33984,636,12588,158464,42624,TRUE,10_B6,70412,91079,11361,132,17,1135,-36,261,67,12,-19,216,1591,15287,HSC
9_B8,AML3,AML_151044_Plate9_B8_B08_018.fcs,25363,25182,25115,22313,14,0.063,2,0.00896,88256,62336,694,3.11,707,2.81,2.82,1835,4955,171520,57984,699,2.78,2.78,1825,4976,171136,57856,0,82688,56128,161728,43264,1693,4463,105600,63872,TRUE,10_B8,59989,83360,12325,80,41,1936,58,930,-159,22,-22,291,2184,13160,HSC
9_B9,AML3,AML_151044_Plate9_B9_B09_019.fcs,28664,27912,27713,12411,958,7.72,28,0.23,209920,86144,1347,10.9,10443,37.4,37.7,3612,5862,194624,81792,10431,37.4,37.6,3604,5874,194560,81792,5,91328,57152,150912,55552,506,3495,92416,57856,TRUE,10_B9,63138,83030,13634,226,26,1173,51,1557,37,6,-48,210,1502,12213,HSC
9_B10,AML3,AML_151044_Plate9_B10_B10_020.fcs,19174,18921,18884,7864,4461,56.7,274,3.48,174784,52928,2540,32.3,8279,43.8,43.8,6602,3208,206080,88896,8265,43.7,43.8,6602,3214,206080,88896,1,166144,51264,160576,43776,570,8934,166976,51392,TRUE,10_B10,72968,90166,11991,289,51,2461,245,951,-194,35,67,1239,584,11721,HSC
9_B12,AML3,AML_151044_Plate9_B12_B12_021.fcs,4057,4054,4051,1525,133,8.72,8,0.52,210944,60544,1347,88.3,1196,29.5,29.5,2428,4398,187840,71872,1194,29.5,29.5,2428,4398,187840,71744,0,188928,49856,174400,47296,708,3891,190720,51264,TRUE,10_B12,46607,83124,18104,205,-7,1899,119,638,-45,20,-71,406,2087,10464,HSC
9_C3,AML3,AML_151044_Plate9_C3_C03_022.fcs,98998,98464,98305,80397,29256,36.4,7914,9.84,158592,47296,10301,12.8,11135,11.3,11.3,2981,2466,172352,77952,11043,11.2,11.2,2987,2480,172224,78016,0,146560,39424,152576,38528,758,7282,149568,41472,TRUE,10_C3,78429,90607,16412,36,17,1204,-37,1017,-91,18,-35,291,961,20325,HSC
9_C5,AML3,AML_151044_Plate9_C5_C05_023.fcs,2769,1403,1292,1217,11,0.9,2,0.16,157632,42624,10,0.82,1,0.071,0.077,2387,1242,192768,74176,1,0.071,0.077,2387,1242,192768,74176,248,151232,36288,144128,35328,903,6250,150656,40384,TRUE,10_C5,67428,85971,13682,53,2,951,148,658,76,25,-38,232,1627,21418,HSC
9_C6,AML3,AML_151044_Plate9_C6_C06_024.fcs,41146,40707,40553,35560,175,0.49,3,0.00844,89856,60416,3128,8.8,2035,5,5.02,2128,3010,186112,72512,2025,4.97,4.99,2123,3022,185664,72384,0,90560,56832,146688,45312,1199,3710,96832,62784,TRUE,10_C6,69145,84265,11428,413,5,1296,693,988,-67,3,-43,231,1078,21743,HSC
9_C7,AML3,AML_151044_Plate9_C7_C07_025.fcs,1584,404,386,362,0,0,1,0.28,223936,193152,1,0.28,1,0.25,0.26,15856,71926,262080,262080,0,0,0,NA,NA,NA,NA,110,NA,NA,148288,56000,1108,5238,180416,146240,TRUE,10_C7,53216,84953,14161,316,5,1243,6,804,-59,27,8,351,584,22121,HSC
9_C8,AML3,AML_151044_Plate9_C8_C08_026.fcs,20921,20762,20741,8560,1162,13.6,51,0.6,237888,81152,6125,71.6,8799,42.4,42.4,4263,2270,193408,76928,8792,42.3,42.4,4263,2270,193344,76864,1,173760,58496,158720,46400,636,4406,178048,60352,TRUE,10_C8,72763,88599,19454,147,4,1201,28,1207,-64,33,-38,310,1766,22621,HSC
9_C9,AML3,AML_151044_Plate9_C9_C09_027.fcs,8575,8548,8451,2113,32,1.51,4,0.19,229120,70400,1636,77.4,5405,63.2,64,4903,4254,209280,96640,5404,63.2,63.9,4903,4254,209280,96640,0,142400,58304,173056,45248,1049,3637,163136,62080,TRUE,10_C9,67603,83532,14225,160,21,1326,-3,1301,-2,29,-29,205,813,23251,HSC
9_C11,AML3,AML_151044_Plate9_C11_C11_028.fcs,13243,12527,12514,6806,139,2.04,1,0.015,75264,49792,3524,51.8,3510,28,28,4049,5964,200768,94720,3507,28,28,4041,5976,200768,94656,3,88192,56832,66624,41536,524,3083,91648,57536,TRUE,10_C11,71148,87313,15392,21,17,1167,942,696,-28,7,-62,273,1529,23973,HSC
9_D3,AML3,AML_151044_Plate9_D3_D03_029.fcs,31032,30461,30424,20243,2359,11.7,48,0.24,241792,74560,16441,81.2,6992,23,23,3583,2279,188736,76096,6989,22.9,23,3583,2279,188736,76096,1,182592,50496,168256,43456,616,4295,184704,51712,TRUE,10_D3,74501,87595,12409,152,19,1546,83,852,-81,-3,-44,337,1546,29485,HSC
9_D4,AML3,AML_151044_Plate9_D4_D04_030.fcs,26602,26163,25965,14207,1156,8.14,17,0.12,248000,103808,9404,66.2,7657,29.3,29.5,3678,2244,194176,80896,7634,29.2,29.4,3671,2249,194112,80768,3,106688,64640,155776,49088,552,3460,111040,66176,TRUE,10_D4,62605,81842,10191,75,42,1343,-11,1936,-44,9,-75,276,1510,29048,HSC
9_D5,AML3,AML_151044_Plate9_D5_D05_031.fcs,96090,91208,91069,50071,135,0.27,1,0.002,154368,113536,17530,35,17697,19.4,19.4,1884,3077,163008,55424,17693,19.4,19.4,1884,3077,163008,55424,1,93120,57088,153280,42048,625,3326,99456,61056,TRUE,10_D5,70152,86318,14877,300,19,1017,-29,2321,10,34,-54,270,2421,28524,HSC
9_D7,AML3,AML_151044_Plate9_D7_D07_032.fcs,31986,31694,31555,15227,194,1.27,2,0.013,148416,77184,11026,72.4,11457,36.1,36.3,3145,2283,182272,66048,11455,36.1,36.3,3145,2283,182272,66048,0,104064,64320,166208,41856,679,3583,100800,63488,TRUE,10_D7,59277,84176,10939,128,24,1005,-22,1132,-66,20,15,186,1280,27305,HSC
9_D8,AML3,AML_151044_Plate9_D8_D08_033.fcs,8218,8178,8152,4160,357,8.58,29,0.7,211008,145600,858,20.6,3520,43,43.2,7033,6321,207424,100800,3515,43,43.1,7033,6321,207424,100800,1,170368,46336,159104,40192,727,5144,178688,55936,TRUE,10_D8,74359,89092,11188,159,36,1976,133,1037,-10,21,-109,585,1431,26925,HSC
9_D11,AML3,AML_151044_Plate9_D11_D11_035.fcs,5439,5402,5396,4177,2920,69.9,370,8.86,184448,52416,189,4.52,692,12.8,12.8,4791,5787,191232,82944,667,12.3,12.4,4944,5976,190976,83968,1,164544,38976,147904,37504,673,12307,166080,40192,TRUE,10_D11,61875,82775,10621,85,23,835,-29,228,-47,10,-42,138,885,25731,HSC
