Plate_well,Sort_id,Exp,platename,Sample_id,sample_name,Depth,VAF.varscan,VAF.mutect,VAF.platypus,mean_VAF,DNMT3A,exp,fcs.name,SingleCells.count,NonEry.count,CD56neg.count,CD14neg.count,IntermediateNeut.count,IntermediateNeut.freq.of.CD14neg,MatureNeut.count,MatureNeut.freq.of.CD14neg,MatureNeut.FSC.A,MatureNeut.SSC.A,EarlyNeut.count,EarlyNeut.freq.of.CD14neg,Mono.count,Mono.freq.of.NonEry,Mono.freq.of.CD56neg,Mono.CD11b.Median,Mono.CD14.Median,Mono.FSC.A,Mono.SSC.A,Mono2.count,Mono2.freq.of.NonEry,Mono2.freq.of.CD56neg,Mono2.CD11b.Median,Mono2.CD14.Median,Mono2.FSC.A,Mono2.SSC.A,Ery.count,IntermediateNeut.FSC.A,IntermediateNeut.SSC.A,EarlyNeut.FSC.A,EarlyNeut.SSC.A,CD66bNeut.CD11b.Median,CD66bNeut.CD66b.Median,CD66bNeut.FSC.A,CD66bNeut.SSC.A,TrueFalse,FSC-A,FSC-W,SSC-A,CD33,CD45RA,CD34,CD90,CD49f,CD38,CD19,Live/Dead,CD7/10,CD45,Time,Cell_seeded
8_E12,8_E12,LEUK34,Plate 8 LEUK34,1803,1803,675,0.1108,NA,NA,0.1108,MUT,AML3,AML_151044_Plate8_E12_E12_046.fcs,25792,25621,25603,10820,1293,12,58,0.54,237312,69248,8348,77.2,10563,41.2,41.3,3107,2609,189120,73280,10560,41.2,41.2,3107,2609,189120,73280,0,190400,43968,171264,40832,690,4614,192832,45504,TRUE,70905,87455,13179,141,42,1165,259,1380,-217,28,8,330,1634,13389,HSC
8_F1,8_F1,LEUK34,Plate 8 LEUK34,1739,1739,1065,0.0918,NA,NA,0.0918,MUT,AML3,AML_151044_Plate8_F1_F01_047.fcs,898,831,810,747,1,0.13,0,0,NA,NA,26,3.48,46,5.54,5.68,2877,4380,165696,65472,46,5.54,5.68,2877,4380,165696,65472,3,176128,50880,155840,44224,1588,3269,176128,51328,TRUE,79603,89988,13950,174,35,1444,392,536,46,22,-140,217,2333,15884,HSC
8_F2,8_F2,LEUK34,Plate 8 LEUK34,1745,1745,766,0.0942,NA,NA,0.0942,MUT,AML3,AML_151044_Plate8_F2_F02_048.fcs,66928,66545,66506,41598,6009,14.4,665,1.6,229056,61952,30029,72.2,17896,26.9,26.9,3379,2305,193536,81024,17878,26.9,26.9,3379,2310,193536,80960,0,191232,42368,179328,39680,777,4686,196224,44800,TRUE,67246,84973,14629,256,19,1613,-85,812,-102,20,-15,360,1233,15674,HSC
8_F3,8_F3,LEUK34,Plate 8 LEUK34,1751,1751,239,0.1261,NA,0.078651685,0.102375843,MUT,AML3,AML_151044_Plate8_F3_F03_049.fcs,22483,22306,22222,9733,5771,59.3,645,6.63,182528,51264,2126,21.8,9632,43.2,43.3,8873,8775,249792,137920,9588,43,43.1,8893,8814,250112,138432,0,174720,40256,163840,38912,689,10757,175424,41088,TRUE,63453,86626,12845,122,11,1520,75,882,63,33,-8,342,1624,15470,HSC
8_F7,8_F7,LEUK34,Plate 8 LEUK34,1772,1772,210,0.1238,NA,0.098765432,0.111282716,MUT,AML3,AML_151044_Plate8_F7_F07_050.fcs,41264,40802,40777,22719,215,0.95,2,0.0088,255744,76672,8250,36.3,11775,28.9,28.9,2865,3107,184896,70656,11769,28.8,28.9,2865,3107,184896,70656,0,100864,62016,152896,48640,558,3090,103616,63936,TRUE,54478,78880,7997,78,35,1083,-18,1639,-54,18,-30,320,1508,14671,HSC
8_F9,8_F9,LEUK34,Plate 8 LEUK34,1784,1784,388,0.0928,NA,NA,0.0928,MUT,AML3,AML_151044_Plate8_F9_F09_051.fcs,64061,61498,61388,41417,53,0.13,0,0,NA,NA,7905,19.1,11218,18.2,18.3,2292,3046,176320,67520,11212,18.2,18.3,2292,3046,176256,67520,2,104768,66112,169344,46912,2160,4846,101440,65664,TRUE,74610,87429,22592,115,26,1526,-33,955,-99,29,-40,350,1750,14250,HSC
8_F11,8_F11,LEUK34,Plate 8 LEUK34,1797,1797,532,0.1141,NA,NA,0.1141,MUT,AML3,AML_151044_Plate8_F11_F11_052.fcs,19915,13195,12934,11399,3118,27.4,719,6.31,173952,53568,83,0.73,1003,7.6,7.75,3246,5824,160960,69632,975,7.39,7.54,3234,5964,160256,69248,219,163520,40768,150720,38016,819,12447,167616,44416,TRUE,73802,87739,13101,152,26,1668,546,1311,-161,16,-66,438,2109,13805,HSC
8_G2,8_G2,LEUK34,Plate 8 LEUK34,1746,1746,317,0.1069,NA,NA,0.1069,MUT,AML3,AML_151044_Plate8_G2_G02_054.fcs,24396,23264,23183,11732,285,2.43,14,0.12,212224,57280,3791,32.3,5332,22.9,23,2681,3701,204544,86912,5306,22.8,22.9,2670,3716,204416,86592,11,98176,55040,132800,48064,697,3583,107072,59584,TRUE,59426,83067,11743,122,2,1391,16,885,-170,36,-14,344,1976,16314,HSC
8_G3,8_G3,LEUK34,Plate 8 LEUK34,1752,1752,330,0.097,NA,NA,0.097,MUT,AML3,AML_151044_Plate8_G3_G03_055.fcs,44723,44544,44531,35490,1006,2.83,99,0.28,231616,63424,32634,92,6368,14.3,14.3,3455,3157,183360,69376,6366,14.3,14.3,3455,3157,183360,69312,0,196992,47808,188608,43968,899,3478,206336,53440,TRUE,67642,84897,13087,143,21,776,80,833,-30,34,3,270,1918,16580,HSC
8_G5,8_G5,LEUK34,Plate 8 LEUK34,1760,1760,393,0.1421,NA,0.092857143,0.117478572,MUT,AML3,AML_151044_Plate8_G5_G05_056.fcs,8592,7703,7562,6670,12,0.18,28,0.42,192320,87296,34,0.51,345,4.48,4.56,5874,1355,262080,180096,216,2.8,2.86,5018,1432,262080,165312,6,125888,45888,154560,39680,3189,7145,224512,126720,TRUE,82219,92295,18418,65,34,1135,354,527,56,34,-5,300,2384,16984,HSC
8_G6,8_G6,LEUK34,Plate 8 LEUK34,1766,1766,28,NA,NA,NA,0,WT,AML3,AML_151044_Plate8_G6_G06_057.fcs,6710,6680,6586,1840,55,2.99,19,1.03,211456,54848,656,35.7,4277,64,64.9,7663,6200,253824,118400,4277,64,64.9,7663,6200,253824,118400,0,168320,40896,172160,43072,1230,4650,188928,53056,TRUE,70593,85731,13022,-42,5,1148,98,1768,-105,-3,2,260,992,17186,HSC
8_G9,8_G9,LEUK34,Plate 8 LEUK34,1785,1785,736,0.1093,NA,NA,0.1093,MUT,AML3,AML_151044_Plate8_G9_G09_059.fcs,47176,46739,46664,37013,8475,22.9,734,1.98,209664,65152,21586,58.3,6962,14.9,14.9,2951,4537,160000,68864,6959,14.9,14.9,2951,4537,160000,68864,2,178624,44544,172736,41472,737,4722,181568,46720,TRUE,69754,86690,12468,166,-3,902,46,1722,-5,24,21,314,1525,17767,HSC
8_G10,8_G10,LEUK34,Plate 8 LEUK34,1790,1790,396,0.1371,NA,NA,0.1371,MUT,AML3,AML_151044_Plate8_G10_G10_060.fcs,26878,19749,19255,16275,1809,11.1,2177,13.4,159104,44736,925,5.68,1394,7.06,7.24,4435,2227,190848,87680,1076,5.45,5.59,3739,3052,176832,78080,178,151232,36096,142720,39360,1784,10231,168192,49856,TRUE,88007,92467,17165,-39,27,1695,-107,952,-73,35,-8,367,1932,17968,HSC
8_G11,8_G11,LEUK34,Plate 8 LEUK34,1798,1798,515,0.1216,NA,NA,0.1216,MUT,AML3,AML_151044_Plate8_G11_G11_061.fcs,39465,39305,39289,30060,8947,29.8,808,2.69,216384,60160,17651,58.7,5856,14.9,14.9,4841,2033,197632,82560,5828,14.8,14.8,4852,2033,197376,82496,0,182144,41472,171968,39680,707,6184,185088,43008,TRUE,78889,89409,16896,168,-3,1370,226,551,-132,54,23,423,2041,18165,HSC
8_H1,8_H1,LEUK34,Plate 8 LEUK34,1740,1740,828,0.094,NA,NA,0.094,MUT,AML3,AML_151044_Plate8_H1_H01_062.fcs,9117,3114,2912,2619,164,6.26,111,4.24,168064,48000,26,0.99,123,3.95,4.22,2583,8081,163136,60800,106,3.4,3.64,2514,9322,164864,61760,1024,163392,38016,159552,38464,1046,14713,164800,41920,TRUE,77389,87940,14011,161,42,1276,44,891,-60,50,-13,337,1770,21266,HSC
8_H4,8_H4,LEUK34,Plate 8 LEUK34,1756,1756,141,0.1324,NA,0.052631579,0.09251579,MUT,AML3,AML_151044_Plate8_H4_H04_063.fcs,3414,3379,3318,2618,7,0.27,1,0.038,96832,52864,91,3.48,496,14.7,14.9,5082,6821,214976,90496,488,14.4,14.7,5039,6881,214528,89408,5,58176,42944,146048,41152,2428,5252,81280,55168,TRUE,75754,88895,11539,47,-5,1235,-19,1217,-99,-2,-74,204,1421,20522,HSC
8_H5,8_H5,LEUK34,Plate 8 LEUK34,1761,1761,610,0.066,NA,NA,0.066,MUT,AML3,AML_151044_Plate8_H5_H05_064.fcs,14167,13970,13929,7858,16,0.2,0,0,NA,NA,3086,39.3,2214,15.8,15.9,1832,4254,167872,52608,2214,15.8,15.9,1832,4254,167872,52608,0,124864,60416,161984,35968,1856,3418,84096,50944,TRUE,66936,82835,13310,69,19,883,94,1502,36,29,-10,308,1202,20316,HSC
8_H6,8_H6,LEUK34,Plate 8 LEUK34,1767,1767,26,NA,NA,NA,0,WT,AML3,AML_151044_Plate8_H6_H06_065.fcs,44002,42646,42555,30623,62,0.2,6,0.02,215104,83776,6730,22,5718,13.4,13.4,2314,3176,182656,77696,5695,13.4,13.4,2305,3189,182528,77568,7,148992,61056,153536,46464,1677,4219,208576,98816,TRUE,65926,84055,10595,-17,16,1165,349,1481,-78,0,56,239,1540,20073,HSC
8_H10,8_H10,LEUK34,Plate 8 LEUK34,1791,1791,19,NA,NA,NA,0,WT,AML3,AML_151044_Plate8_H10_H10_069.fcs,53557,52855,52803,35813,788,2.2,15,0.042,227712,80704,25628,71.6,12901,24.4,24.4,2865,5114,165376,66048,12900,24.4,24.4,2865,5114,165312,66048,1,186176,47552,169984,45696,685,3872,187776,49280,TRUE,64240,85495,12164,136,25,1450,-60,1679,-71,26,-79,291,1521,19101,HSC
8_H12,8_H12,LEUK34,Plate 8 LEUK34,1805,1805,754,0.1061,NA,NA,0.1061,MUT,AML3,AML_151044_Plate8_H12_H12_070.fcs,29948,9620,9267,7557,32,0.42,21,0.28,201536,102592,32,0.42,21,0.22,0.23,4008,1818,262080,185536,19,0.2,0.21,4008,1888,262080,173056,1591,178176,49472,177024,46208,1771,5051,211840,111680,TRUE,80131,92091,15881,-12,18,631,-18,1518,-17,22,-1,336,1182,18641,HSC
9_A1,10_A1,LEUK34,Plate 9 LEUK34,855,855,436,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_A1_A01_001.fcs,40103,39968,39837,23872,238,1,18,0.075,245632,80704,5944,24.9,9342,23.4,23.5,2144,4041,188672,69120,9342,23.4,23.5,2144,4041,188672,69120,0,182528,56832,172032,51264,910,4486,179520,62080,TRUE,62649,85846,12286,69,0,1269,-18,940,-34,32,-57,300,1992,885,HSC
9_A2,10_A2,LEUK34,Plate 9 LEUK34,858,858,1544,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_A2_A02_002.fcs,44291,44110,44100,28730,11923,41.5,929,3.23,209216,67520,13162,45.8,12498,28.3,28.3,3708,3176,180672,74176,12482,28.3,28.3,3708,3182,180608,74176,0,175872,48064,168256,44096,690,6522,178048,49472,TRUE,72962,86261,16318,51,20,1179,-16,1221,-42,41,-23,383,2425,1130,HSC
9_A3,10_A3,LEUK34,Plate 9 LEUK34,861,861,710,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_A3_A03_003.fcs,38536,37773,37593,22503,70,0.31,2,0.00889,48128,36608,4849,21.5,9848,26.1,26.2,2428,4924,165376,57600,9848,26.1,26.2,2428,4924,165376,57600,80,92416,55296,166720,43072,1639,4698,86528,55296,TRUE,50004,84052,12682,103,18,872,-33,993,-8,3,25,314,1246,1673,HSC
9_A4,10_A4,LEUK34,Plate 9 LEUK34,866,866,6933,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_A4_A04_004.fcs,19665,19487,19466,12291,8011,65.2,953,7.75,173568,53056,1743,14.2,5004,25.7,25.7,7463,3999,244672,131264,4947,25.4,25.4,7529,4091,245504,132224,0,153024,45952,152512,44160,620,19551,156096,46720,TRUE,80383,89365,22171,-69,6,1207,33,614,9,13,-40,323,1979,2290,HSC
9_A5,10_A5,LEUK34,Plate 9 LEUK34,870,870,553,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_A5_A05_005.fcs,9403,1961,1854,1827,6,0.33,2,0.11,237760,196736,6,0.33,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,292,143552,30144,163136,35840,497,15182,143744,42112,TRUE,80813,97350,20216,153,2,1531,338,697,111,5,-66,310,1937,4339,HSC
9_A6,10_A6,LEUK34,Plate 9 LEUK34,875,875,1108,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_A6_A06_006.fcs,61778,59370,59224,38154,709,1.86,19,0.05,221888,98176,5983,15.7,7155,12.1,12.1,1979,3641,170432,64064,7152,12,12.1,1979,3641,170432,64000,6,93632,58944,144960,51712,414,3384,93952,59072,TRUE,70500,85916,15007,74,17,1127,46,855,-30,47,16,361,1661,4647,HSC
9_A7,10_A7,LEUK34,Plate 9 LEUK34,879,879,1475,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_A7_A07_007.fcs,26695,26353,26159,14797,5430,36.7,167,1.13,236096,78656,5646,38.2,8671,32.9,33.1,5158,2922,208960,97344,8651,32.8,33.1,5147,2928,208896,97216,0,164160,53248,165568,48256,567,6184,166656,54144,TRUE,68701,88074,12197,114,-2,924,-9,603,-27,39,19,201,1354,5133,HSC
9_A9,10_A9,LEUK34,Plate 9 LEUK34,888,888,818,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_A9_A09_008.fcs,150,44,39,30,2,6.67,0,0,NA,NA,7,23.3,1,2.27,2.56,4841,3004,214912,91840,1,2.27,2.56,4841,3004,214912,91840,9,162688,41536,161152,35904,738,3302,162688,41536,TRUE,74751,88822,18590,116,-3,1191,146,1173,6,6,-37,297,1283,6236,HSC
9_A10,10_A10,LEUK34,Plate 9 LEUK34,893,893,2246,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_A10_A10_009.fcs,50839,32638,32506,13865,3193,23,169,1.22,211392,66304,4842,34.9,11041,33.8,34,2686,3693,177408,71488,11022,33.8,33.9,2686,3701,177344,71424,4390,179200,47104,155392,50752,633,8273,180288,48000,TRUE,74379,87661,17303,62,30,1168,36,1124,-21,19,-66,347,2317,6481,HSC
9_A11,10_A11,LEUK34,Plate 9 LEUK34,897,897,986,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_A11_A11_010.fcs,13955,13812,13771,11373,8,0.07,2,0.018,76288,53952,642,5.64,609,4.41,4.42,1979,5616,180928,58368,594,4.3,4.31,1946,5750,179520,57792,2,73216,52032,158592,45760,2202,5549,100096,65024,TRUE,61644,83743,11741,47,10,1417,198,1248,-155,27,-27,265,1267,8651,HSC
9_A12,10_A12,LEUK34,Plate 9 LEUK34,902,902,3324,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_A12_A12_011.fcs,8652,8644,8557,3619,193,5.33,32,0.88,230144,77376,2751,76,3651,42.2,42.7,3089,4125,203136,81984,3649,42.2,42.6,3089,4125,203136,81920,0,180992,54016,174656,58304,893,4947,189568,60992,TRUE,62075,83953,12004,138,50,1491,-43,1793,-86,26,-98,319,1796,9145,HSC
9_B1,10_B1,LEUK34,Plate 9 LEUK34,856,856,1203,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_B1_B01_012.fcs,17845,17377,17152,8408,217,2.58,21,0.25,220288,72448,3112,37,4405,25.3,25.7,2871,2957,214656,95168,4400,25.3,25.7,2865,2963,214592,95168,5,168064,54592,138816,53632,916,5184,167296,57280,TRUE,47954,80523,18402,-49,28,1175,-35,1371,-84,15,-7,288,1591,19103,HSC
9_B2,10_B2,LEUK34,Plate 9 LEUK34,859,859,93,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_B2_B02_013.fcs,17181,16777,16626,10502,444,4.23,15,0.14,182016,87168,1606,15.3,3173,18.9,19.1,3455,1976,218368,98880,3121,18.6,18.8,3393,1983,217216,97728,2,96128,60928,170688,52800,679,3486,101760,63424,TRUE,73346,88772,14312,122,8,1445,-53,1646,-164,13,-63,377,1641,18494,HSC
9_B4,10_B4,LEUK34,Plate 9 LEUK34,867,867,4054,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_B4_B04_015.fcs,41799,41668,41644,36260,20741,57.2,2041,5.63,193728,57472,11636,32.1,3053,7.33,7.33,3612,2476,186944,82496,3036,7.29,7.29,3619,2476,186944,82624,0,166464,42624,164416,40768,665,6771,168512,43776,TRUE,63024,86142,12057,223,23,1330,-39,1435,-69,26,-55,252,1737,16510,HSC
9_B5,10_B5,LEUK34,Plate 9 LEUK34,871,871,108,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_B5_B05_016.fcs,1180,1051,1024,635,13,2.05,0,0,NA,NA,318,50.1,192,18.3,18.8,2433,4509,185920,69952,192,18.3,18.8,2433,4509,185920,69952,18,156096,38528,151360,39552,1853,5788,98112,51200,TRUE,63891,86307,12252,0,2,1234,53,1343,-115,3,5,282,1710,15770,HSC
9_B6,10_B6,LEUK34,Plate 9 LEUK34,876,876,7759,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_B6_B06_017.fcs,4592,4419,4414,3387,3017,89.1,323,9.54,189888,59520,22,0.65,90,2.04,2.04,1804,5509,190784,64384,80,1.81,1.81,1804,6253,186048,64384,2,155840,41152,163648,33984,636,12588,158464,42624,TRUE,70412,91079,11361,132,17,1135,-36,261,67,12,-19,216,1591,15287,HSC
9_B8,10_B8,LEUK34,Plate 9 LEUK34,883,883,6387,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_B8_B08_018.fcs,25363,25182,25115,22313,14,0.063,2,0.00896,88256,62336,694,3.11,707,2.81,2.82,1835,4955,171520,57984,699,2.78,2.78,1825,4976,171136,57856,0,82688,56128,161728,43264,1693,4463,105600,63872,TRUE,59989,83360,12325,80,41,1936,58,930,-159,22,-22,291,2184,13160,HSC
9_B9,10_B9,LEUK34,Plate 9 LEUK34,889,889,6959,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_B9_B09_019.fcs,28664,27912,27713,12411,958,7.72,28,0.23,209920,86144,1347,10.9,10443,37.4,37.7,3612,5862,194624,81792,10431,37.4,37.6,3604,5874,194560,81792,5,91328,57152,150912,55552,506,3495,92416,57856,TRUE,63138,83030,13634,226,26,1173,51,1557,37,6,-48,210,1502,12213,HSC
9_B10,10_B10,LEUK34,Plate 9 LEUK34,894,894,7684,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_B10_B10_020.fcs,19174,18921,18884,7864,4461,56.7,274,3.48,174784,52928,2540,32.3,8279,43.8,43.8,6602,3208,206080,88896,8265,43.7,43.8,6602,3214,206080,88896,1,166144,51264,160576,43776,570,8934,166976,51392,TRUE,72968,90166,11991,289,51,2461,245,951,-194,35,67,1239,584,11721,HSC
9_B12,10_B12,LEUK34,Plate 9 LEUK34,903,903,2815,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_B12_B12_021.fcs,4057,4054,4051,1525,133,8.72,8,0.52,210944,60544,1347,88.3,1196,29.5,29.5,2428,4398,187840,71872,1194,29.5,29.5,2428,4398,187840,71744,0,188928,49856,174400,47296,708,3891,190720,51264,TRUE,46607,83124,18104,205,-7,1899,119,638,-45,20,-71,406,2087,10464,HSC
9_C3,10_C3,LEUK34,Plate 9 LEUK34,863,863,1552,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_C3_C03_022.fcs,98998,98464,98305,80397,29256,36.4,7914,9.84,158592,47296,10301,12.8,11135,11.3,11.3,2981,2466,172352,77952,11043,11.2,11.2,2987,2480,172224,78016,0,146560,39424,152576,38528,758,7282,149568,41472,TRUE,78429,90607,16412,36,17,1204,-37,1017,-91,18,-35,291,961,20325,HSC
9_C5,10_C5,LEUK34,Plate 9 LEUK34,872,872,980,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_C5_C05_023.fcs,2769,1403,1292,1217,11,0.9,2,0.16,157632,42624,10,0.82,1,0.071,0.077,2387,1242,192768,74176,1,0.071,0.077,2387,1242,192768,74176,248,151232,36288,144128,35328,903,6250,150656,40384,TRUE,67428,85971,13682,53,2,951,148,658,76,25,-38,232,1627,21418,HSC
9_C6,10_C6,LEUK34,Plate 9 LEUK34,877,877,321,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_C6_C06_024.fcs,41146,40707,40553,35560,175,0.49,3,0.00844,89856,60416,3128,8.8,2035,5,5.02,2128,3010,186112,72512,2025,4.97,4.99,2123,3022,185664,72384,0,90560,56832,146688,45312,1199,3710,96832,62784,TRUE,69145,84265,11428,413,5,1296,693,988,-67,3,-43,231,1078,21743,HSC
9_C7,10_C7,LEUK34,Plate 9 LEUK34,880,880,5610,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_C7_C07_025.fcs,1584,404,386,362,0,0,1,0.28,223936,193152,1,0.28,1,0.25,0.26,15856,71926,262080,262080,0,0,0,NA,NA,NA,NA,110,NA,NA,148288,56000,1108,5238,180416,146240,TRUE,53216,84953,14161,316,5,1243,6,804,-59,27,8,351,584,22121,HSC
9_C8,10_C8,LEUK34,Plate 9 LEUK34,884,884,6690,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_C8_C08_026.fcs,20921,20762,20741,8560,1162,13.6,51,0.6,237888,81152,6125,71.6,8799,42.4,42.4,4263,2270,193408,76928,8792,42.3,42.4,4263,2270,193344,76864,1,173760,58496,158720,46400,636,4406,178048,60352,TRUE,72763,88599,19454,147,4,1201,28,1207,-64,33,-38,310,1766,22621,HSC
9_C9,10_C9,LEUK34,Plate 9 LEUK34,890,890,3430,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_C9_C09_027.fcs,8575,8548,8451,2113,32,1.51,4,0.19,229120,70400,1636,77.4,5405,63.2,64,4903,4254,209280,96640,5404,63.2,63.9,4903,4254,209280,96640,0,142400,58304,173056,45248,1049,3637,163136,62080,TRUE,67603,83532,14225,160,21,1326,-3,1301,-2,29,-29,205,813,23251,HSC
9_C11,10_C11,LEUK34,Plate 9 LEUK34,898,898,142,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_C11_C11_028.fcs,13243,12527,12514,6806,139,2.04,1,0.015,75264,49792,3524,51.8,3510,28,28,4049,5964,200768,94720,3507,28,28,4041,5976,200768,94656,3,88192,56832,66624,41536,524,3083,91648,57536,TRUE,71148,87313,15392,21,17,1167,942,696,-28,7,-62,273,1529,23973,HSC
9_D3,10_D3,LEUK34,Plate 9 LEUK34,864,864,1408,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_D3_D03_029.fcs,31032,30461,30424,20243,2359,11.7,48,0.24,241792,74560,16441,81.2,6992,23,23,3583,2279,188736,76096,6989,22.9,23,3583,2279,188736,76096,1,182592,50496,168256,43456,616,4295,184704,51712,TRUE,74501,87595,12409,152,19,1546,83,852,-81,-3,-44,337,1546,29485,HSC
9_D4,10_D4,LEUK34,Plate 9 LEUK34,868,868,7292,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_D4_D04_030.fcs,26602,26163,25965,14207,1156,8.14,17,0.12,248000,103808,9404,66.2,7657,29.3,29.5,3678,2244,194176,80896,7634,29.2,29.4,3671,2249,194112,80768,3,106688,64640,155776,49088,552,3460,111040,66176,TRUE,62605,81842,10191,75,42,1343,-11,1936,-44,9,-75,276,1510,29048,HSC
9_D5,10_D5,LEUK34,Plate 9 LEUK34,873,873,4861,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_D5_D05_031.fcs,96090,91208,91069,50071,135,0.27,1,0.002,154368,113536,17530,35,17697,19.4,19.4,1884,3077,163008,55424,17693,19.4,19.4,1884,3077,163008,55424,1,93120,57088,153280,42048,625,3326,99456,61056,TRUE,70152,86318,14877,300,19,1017,-29,2321,10,34,-54,270,2421,28524,HSC
9_D7,10_D7,LEUK34,Plate 9 LEUK34,881,881,752,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_D7_D07_032.fcs,31986,31694,31555,15227,194,1.27,2,0.013,148416,77184,11026,72.4,11457,36.1,36.3,3145,2283,182272,66048,11455,36.1,36.3,3145,2283,182272,66048,0,104064,64320,166208,41856,679,3583,100800,63488,TRUE,59277,84176,10939,128,24,1005,-22,1132,-66,20,15,186,1280,27305,HSC
9_D8,10_D8,LEUK34,Plate 9 LEUK34,885,885,369,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_D8_D08_033.fcs,8218,8178,8152,4160,357,8.58,29,0.7,211008,145600,858,20.6,3520,43,43.2,7033,6321,207424,100800,3515,43,43.1,7033,6321,207424,100800,1,170368,46336,159104,40192,727,5144,178688,55936,TRUE,74359,89092,11188,159,36,1976,133,1037,-10,21,-109,585,1431,26925,HSC
9_D11,10_D11,LEUK34,Plate 9 LEUK34,899,899,1032,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_D11_D11_035.fcs,5439,5402,5396,4177,2920,69.9,370,8.86,184448,52416,189,4.52,692,12.8,12.8,4791,5787,191232,82944,667,12.3,12.4,4944,5976,190976,83968,1,164544,38976,147904,37504,673,12307,166080,40192,TRUE,61875,82775,10621,85,23,835,-29,228,-47,10,-42,138,885,25731,HSC
9_D12,10_D12,LEUK34,Plate 9 LEUK34,904,904,2557,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_D12_D12_036.fcs,34134,34059,34044,21589,12708,58.9,5973,27.7,161664,46400,1434,6.64,10382,30.5,30.5,5291,4500,188480,86848,9985,29.3,29.3,5474,4751,189696,88320,1,165760,40192,158080,43008,849,19270,164416,42368,TRUE,63998,85089,12929,158,52,1474,91,485,-18,-12,-43,263,1575,25404,HSC
9_E1,10_E1,LEUK34,Plate 9 LEUK34,857,857,2799,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_E1_E01_037.fcs,30837,30678,30513,21900,10838,49.5,7976,36.4,167616,45696,912,4.16,5338,17.4,17.5,4537,2227,220736,99072,4829,15.7,15.8,4791,2323,223744,102208,0,164864,37824,154304,48512,1022,31560,166400,41408,TRUE,77215,88513,20820,101,7,927,-24,928,-31,16,-67,337,2484,32146,HSC
9_E2,10_E2,LEUK34,Plate 9 LEUK34,860,860,3203,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_E2_E02_038.fcs,69983,69197,68675,58393,134,0.23,5,0.00856,157056,53824,4156,7.12,3262,4.71,4.75,2002,2882,200384,82368,3258,4.71,4.74,2002,2882,200320,82304,9,104192,63168,142144,47296,1034,3766,99840,61696,TRUE,60165,82736,11887,99,-11,890,-6,1893,-50,4,-12,204,976,33530,HSC
9_E3,10_E3,LEUK34,Plate 9 LEUK34,865,865,2364,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_E3_E03_039.fcs,21719,21117,21085,12230,24,0.2,1,0.00818,222848,44480,7798,63.8,4387,20.8,20.8,2021,3040,175168,58880,4387,20.8,20.8,2021,3040,175168,58880,1,137728,63552,164480,37632,1964,4114,133952,59200,TRUE,64222,82674,11550,19,30,1103,-25,1507,-83,35,-9,275,678,33777,HSC
9_E4,10_E4,LEUK34,Plate 9 LEUK34,869,869,5874,NA,NA,NA,0,WT,AML3,AML_151044_Plate9_E4_E04_040.fcs,15960,15816,15800,13503,10184,75.4,1588,11.8,192896,60096,1401,10.4,624,3.95,3.95,4125,3761,199808,85568,589,3.72,3.73,4290,4024,200448,87232,0,168832,41344,165248,39296,720,9008,170944,43200,TRUE,72174,87016,16720,-22,-3,1092,40,748,-62,18,-34,321,2339,34111,HSC
